,cntry,idno,netustm,lvpntyr,ppltrst,vote,prtvtdfi,gndr,yrbrn,edlvdfi,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
1240,FI,48735,,0.0,8,1.0,10.0,1,1952,5.0,8.0,40.0,40.0,,,53.0
1241,FI,48759,45.0,2008.0,7,1.0,10.0,2,1989,9.0,15.0,12.0,12.0,,,45.0
1242,FI,48796,480.0,2006.0,9,1.0,1.0,2,1988,12.0,18.0,38.0,65.0,4600.0,,46.0
1243,FI,48816,15.0,2014.0,6,1.0,3.0,1,1965,5.0,10.0,55.0,40.0,100000.0,120000.0,
1244,FI,48819,210.0,0.0,6,3.0,,1,2000,3.0,11.0,40.0,40.0,,,39.0
1245,FI,48852,,,10,1.0,1.0,2,1959,5.0,9.0,,,,,67.0
1246,FI,48890,120.0,1981.0,8,1.0,11.0,2,1954,8.0,20.0,50.0,50.0,,,105.0
1247,FI,48901,90.0,1990.0,9,1.0,3.0,1,1958,5.0,13.0,36.0,36.0,42000.0,55000.0,63.0
1248,FI,48919,120.0,,7,3.0,,2,1999,5.0,12.0,10.0,10.0,1000.0,,37.0
1249,FI,49086,120.0,1986.0,8,1.0,3.0,2,1970,8.0,15.0,30.0,30.0,1700.0,2200.0,94.0
1250,FI,49211,,1961.0,8,1.0,12.0,1,1946,2.0,8.0,40.0,40.0,,,63.0
1251,FI,49221,150.0,2007.0,7,1.0,3.0,2,1984,9.0,14.0,30.0,30.0,1800.0,2800.0,50.0
1252,FI,49227,60.0,1971.0,7,1.0,11.0,1,1947,5.0,12.0,40.0,40.0,,,72.0
1253,FI,49269,60.0,1975.0,10,1.0,3.0,1,1951,2.0,7.0,50.0,50.0,,,46.0
1254,FI,49295,60.0,1973.0,7,1.0,11.0,2,1958,5.0,10.0,37.0,38.0,30000.0,37000.0,72.0
1255,FI,49419,,1952.0,8,1.0,,2,1937,5.0,10.0,40.0,40.0,,,56.0
1256,FI,49446,300.0,0.0,8,3.0,,2,2003,2.0,8.0,2.0,2.0,150.0,,50.0
1257,FI,49486,120.0,2001.0,6,1.0,1.0,2,1981,4.0,17.0,40.0,40.0,2700.0,,55.0
1258,FI,49521,300.0,2010.0,9,2.0,,2,1991,5.0,12.0,37.0,37.0,,,56.0
1259,FI,49623,300.0,0.0,9,3.0,,1,2002,3.0,9.0,35.0,35.0,,,41.0
1260,FI,49649,60.0,1998.0,8,1.0,3.0,1,1979,12.0,20.0,50.0,50.0,1800.0,1800.0,46.0
1261,FI,49657,360.0,0.0,7,3.0,,2,2002,2.0,9.0,,,,,33.0
1262,FI,49769,150.0,1976.0,5,1.0,1.0,2,1957,8.0,15.0,40.0,40.0,3000.0,3000.0,89.0
1263,FI,49782,60.0,1969.0,8,1.0,,1,1948,8.0,,37.0,40.0,,,167.0
1264,FI,49832,360.0,1991.0,7,1.0,3.0,1,1964,12.0,20.0,38.0,40.0,,,68.0
1265,FI,49846,120.0,0.0,5,3.0,,2,2002,3.0,9.0,,,,,44.0
1266,FI,49906,60.0,1968.0,8,1.0,1.0,2,1952,8.0,10.0,40.0,40.0,,,58.0
1267,FI,49987,,1963.0,7,1.0,11.0,2,1944,5.0,12.0,40.0,40.0,,,50.0
1268,FI,50020,90.0,1994.0,7,1.0,1.0,2,1974,11.0,17.0,38.0,40.0,3800.0,3800.0,47.0
1269,FI,50029,120.0,0.0,7,3.0,,2,2002,3.0,10.0,,,,,50.0
1270,FI,50135,,1968.0,7,1.0,11.0,2,1951,6.0,13.0,40.0,40.0,,,47.0
1271,FI,50160,120.0,0.0,9,3.0,,1,2001,3.0,10.0,,,,,35.0
1272,FI,50197,480.0,2008.0,8,,,1,1991,3.0,13.0,30.0,30.0,750.0,1300.0,61.0
1273,FI,50199,300.0,1979.0,7,1.0,1.0,2,1961,9.0,16.0,37.0,37.0,2600.0,3000.0,52.0
1274,FI,50205,180.0,1990.0,7,1.0,10.0,1,1971,12.0,19.0,40.0,42.0,5500.0,7500.0,74.0
1275,FI,50212,150.0,1992.0,8,1.0,1.0,2,1970,8.0,18.0,38.0,42.0,3500.0,4800.0,68.0
1276,FI,50226,270.0,1995.0,10,1.0,10.0,1,1977,8.0,16.0,55.0,55.0,6400.0,,44.0
1277,FI,50334,210.0,1978.0,6,1.0,1.0,1,1957,12.0,35.0,27.0,32.0,3800.0,4200.0,54.0
1278,FI,50343,120.0,1990.0,8,1.0,4.0,2,1968,4.0,14.0,26.0,26.0,1400.0,,60.0
1279,FI,50365,,1954.0,7,1.0,12.0,2,1936,3.0,10.0,38.0,38.0,,,62.0
1280,FI,50465,60.0,1968.0,8,1.0,,2,1948,12.0,20.0,26.0,26.0,,,59.0
1281,FI,50533,270.0,2008.0,6,2.0,,1,1988,5.0,13.0,40.0,40.0,2500.0,3500.0,45.0
1282,FI,50555,90.0,2003.0,8,1.0,10.0,2,1986,5.0,12.0,38.0,38.0,,,50.0
1283,FI,50568,30.0,1969.0,7,2.0,,1,1952,3.0,9.0,37.0,,,,72.0
1284,FI,50575,120.0,2003.0,8,1.0,,1,1983,5.0,11.0,25.0,,20400.0,,97.0
1285,FI,50666,180.0,0.0,6,3.0,,2,2002,3.0,9.0,25.0,25.0,,,56.0
1286,FI,50802,,,5,1.0,,1,1973,5555.0,10.0,,,,,
1287,FI,50821,150.0,1987.0,2,2.0,,2,1949,5.0,13.0,35.0,35.0,,,36.0
1288,FI,50922,240.0,1986.0,7,1.0,2.0,2,1967,12.0,20.0,37.0,37.0,3500.0,4500.0,64.0
1289,FI,50958,360.0,2003.0,7,1.0,1.0,1,1983,10.0,17.0,40.0,40.0,3490.0,,43.0
1290,FI,50966,,1947.0,10,1.0,1.0,2,1931,2.0,6.0,40.0,40.0,,,64.0
1291,FI,51066,180.0,2015.0,6,3.0,,2,1997,5.0,13.0,25.0,25.0,,,53.0
1292,FI,51085,60.0,1985.0,3,2.0,,1,1955,2.0,15.0,40.0,45.0,,,80.0
1293,FI,51095,,1952.0,5,1.0,3.0,1,1932,2.0,6.0,,40.0,,,121.0
1294,FI,51097,120.0,1980.0,8,1.0,1.0,2,1963,12.0,19.0,38.0,39.0,5300.0,4800.0,62.0
1295,FI,51137,180.0,1973.0,7,1.0,3.0,2,1953,2.0,9.0,56.0,56.0,,,72.0
1296,FI,51167,120.0,1980.0,7,1.0,,1,1961,6.0,16.0,38.0,40.0,4300.0,5000.0,73.0
1297,FI,51243,90.0,0.0,3,3.0,,2,2001,3.0,10.0,2.0,2.0,300.0,,40.0
1298,FI,51303,30.0,1981.0,7,1.0,1.0,1,1964,5.0,12.0,38.0,38.0,2800.0,,53.0
1299,FI,51306,0.0,1970.0,7,1.0,,2,1937,10.0,16.0,4.0,4.0,,,72.0
1300,FI,51370,720.0,1996.0,6,1.0,,1,1976,6.0,14.0,38.0,39.0,4300.0,,57.0
1301,FI,51486,125.0,2010.0,7,1.0,1.0,1,1990,12.0,21.0,38.0,38.0,3200.0,3000.0,39.0
1302,FI,51577,,1963.0,8,1.0,12.0,1,1943,2.0,9.0,38.0,38.0,,,90.0
1303,FI,51611,120.0,2012.0,5,2.0,,1,1994,5.0,13.0,38.0,38.0,4000.0,,50.0
1304,FI,51616,180.0,2000.0,8,1.0,4.0,1,1980,10.0,18.0,38.0,40.0,4100.0,,40.0
1305,FI,51644,600.0,2016.0,7,1.0,,2,1995,10.0,17.0,38.0,38.0,,,48.0
1306,FI,51660,45.0,1991.0,5,1.0,11.0,1,1973,8.0,19.0,40.0,40.0,65000.0,,
1307,FI,51703,60.0,1995.0,7,1.0,11.0,2,1973,8.0,14.0,38.0,40.0,3400.0,,52.0
1308,FI,51705,390.0,1979.0,8,1.0,3.0,1,1954,9.0,21.0,45.0,45.0,,,129.0
1309,FI,51744,90.0,1977.0,8,1.0,,1,1960,10.0,16.0,38.0,38.0,,,50.0
1310,FI,51747,360.0,2010.0,2,2.0,,1,1986,7.0,15.0,40.0,44.0,1950.0,2600.0,52.0
1311,FI,51768,180.0,2005.0,8,1.0,10.0,2,1988,5.0,13.0,38.0,41.0,,,52.0
1312,FI,51792,,1999.0,6,1.0,4.0,1,1979,5.0,13.0,40.0,40.0,2000.0,,111.0
1313,FI,51818,120.0,2014.0,5,2.0,,2,1995,5.0,11.0,12.0,12.0,600.0,,53.0
1314,FI,51845,,1952.0,8,1.0,2.0,2,1941,10.0,17.0,30.0,30.0,,,57.0
1315,FI,51920,300.0,2008.0,8,1.0,10.0,2,1987,9.0,16.0,35.0,35.0,,,40.0
1316,FI,51951,60.0,2014.0,6,2.0,,1,1989,5.0,12.0,40.0,40.0,3000.0,,62.0
1317,FI,51979,120.0,2000.0,7,1.0,3.0,1,1980,5.0,11.0,40.0,40.0,70000.0,,55.0
1318,FI,51997,120.0,1945.0,7,1.0,1.0,2,1928,5.0,13.0,40.0,,,,92.0
1319,FI,52023,120.0,1965.0,9,1.0,1.0,1,1945,8.0,14.0,38.0,38.0,,,54.0
1320,FI,52031,240.0,2017.0,5,3.0,,1,1999,2.0,12.0,,,,,30.0
1321,FI,52035,180.0,2008.0,8,1.0,3.0,2,1989,9.0,18.0,30.0,35.0,1800.0,2200.0,51.0
1322,FI,52113,30.0,1985.0,5,1.0,,1,1963,11.0,16.0,42.0,42.0,,,54.0
1323,FI,52132,,1957.0,8,2.0,,2,1936,1.0,8.0,30.0,30.0,,,50.0
1324,FI,52145,,1968.0,7,1.0,,2,1950,8.0,11.0,38.0,38.0,,,52.0
1325,FI,52261,,1969.0,5,2.0,,1,1949,2.0,7.0,60.0,60.0,,,47.0
1326,FI,52348,180.0,1980.0,4,1.0,4.0,2,1961,5.0,13.0,40.0,40.0,33000.0,42000.0,47.0
1327,FI,52387,,1979.0,7,1.0,,1,1960,5.0,11.0,15.0,15.0,,,87.0
1328,FI,52403,30.0,1997.0,7,1.0,4.0,2,1981,10.0,16.0,30.0,30.0,,,59.0
1329,FI,52547,480.0,1999.0,6,1.0,,2,1981,9.0,15.0,38.0,40.0,3600.0,,51.0
1330,FI,52609,,1983.0,7,1.0,1.0,2,1948,5.0,12.0,,,,,74.0
1331,FI,52611,75.0,2008.0,9,1.0,1.0,1,1987,5.0,12.0,40.0,40.0,2500.0,2900.0,52.0
1332,FI,52641,,1968.0,8,1.0,5.0,2,1948,5.0,9.0,,,,,109.0
1333,FI,52682,180.0,0.0,6,3.0,,2,2003,2.0,8.0,,,,,34.0
1334,FI,52724,300.0,1995.0,3,1.0,4.0,2,1976,6.0,17.0,38.0,40.0,1700.0,2500.0,56.0
1335,FI,52739,120.0,2017.0,6,1.0,1.0,1,1992,4.0,12.0,38.0,38.0,2000.0,2600.0,35.0
1336,FI,52743,150.0,1998.0,4,2.0,,2,1980,5.0,15.0,39.0,39.0,2650.0,2700.0,45.0
1337,FI,52767,240.0,2010.0,9,1.0,10.0,1,1990,9.0,16.0,40.0,40.0,2666.0,,53.0
1338,FI,52837,,1958.0,7,1.0,1.0,1,1937,12.0,23.0,38.0,10.0,,,68.0
1339,FI,52971,180.0,0.0,8,3.0,,2,2000,3.0,12.0,2.0,2.0,,,54.0
1340,FI,52997,45.0,1970.0,8,1.0,12.0,1,1948,8.0,16.0,40.0,40.0,,,47.0
1341,FI,53058,270.0,1988.0,6,1.0,12.0,1,1970,5.0,12.0,,60.0,28000.0,,54.0
1342,FI,53074,120.0,2002.0,7,1.0,5.0,2,1981,9.0,17.0,38.0,38.0,,,76.0
1343,FI,53079,,1955.0,7,1.0,16.0,2,1942,12.0,16.0,38.0,38.0,,,82.0
1344,FI,53082,360.0,2008.0,8,3.0,,2,1988,12.0,19.0,38.0,38.0,3100.0,,54.0
1345,FI,53176,,1977.0,4,2.0,,2,1961,3.0,9.0,45.0,45.0,2500.0,3000.0,63.0
1346,FI,53271,360.0,2014.0,7,1.0,10.0,2,1995,6.0,14.0,15.0,15.0,800.0,880.0,72.0
1347,FI,53325,240.0,1973.0,9,1.0,4.0,1,1954,12.0,22.0,36.0,42.0,,,106.0
1348,FI,53408,180.0,1980.0,9,1.0,3.0,1,1957,10.0,15.0,50.0,50.0,11000.0,,55.0
1349,FI,53412,,1967.0,5,1.0,10.0,2,1946,9.0,18.0,,,,,98.0
1350,FI,53414,90.0,1975.0,7,1.0,2.0,2,1956,10.0,16.0,38.0,38.0,3900.0,4100.0,
1351,FI,53483,60.0,1974.0,10,1.0,3.0,2,1955,5.0,12.0,,,,,61.0
1352,FI,53496,,0.0,8,1.0,11.0,1,1960,5.0,15.0,20.0,20.0,,,
1353,FI,53526,30.0,1980.0,10,1.0,,2,1952,5.0,16.0,4.0,4.0,,,52.0
1354,FI,53559,360.0,0.0,7,3.0,,1,1998,4.0,13.0,40.0,40.0,1000.0,,42.0
1355,FI,53567,90.0,1985.0,8,1.0,11.0,1,1960,9.0,12.0,38.0,38.0,4200.0,,
1356,FI,53589,120.0,1992.0,8,1.0,2.0,1,1977,10.0,19.0,39.0,40.0,,3500.0,52.0
1357,FI,53689,,1948.0,8,1.0,11.0,1,1932,2.0,6.0,40.0,45.0,,,85.0
1358,FI,53698,60.0,1973.0,8,1.0,11.0,2,1955,12.0,17.0,38.0,38.0,,,38.0
1359,FI,53731,,1968.0,7,1.0,1.0,2,1951,5.0,10.0,21.0,21.0,,,59.0
1360,FI,53763,300.0,2013.0,8,1.0,1.0,1,1992,5.0,14.0,37.0,37.0,2100.0,,54.0
1361,FI,53774,180.0,2012.0,7,1.0,1.0,1,1991,5.0,14.0,14.0,14.0,,,53.0
1362,FI,53795,180.0,2003.0,7,1.0,10.0,2,1984,9.0,17.0,40.0,40.0,2580.0,2800.0,51.0
1363,FI,53797,30.0,1965.0,9,1.0,10.0,2,1944,7.0,18.0,38.0,38.0,,,48.0
1364,FI,53805,180.0,2015.0,6,1.0,3.0,1,1993,5.0,12.0,40.0,50.0,4000.0,,50.0
1365,FI,53835,300.0,1991.0,7,1.0,12.0,1,1974,8.0,15.0,38.0,38.0,,,46.0
1366,FI,53848,180.0,1993.0,8,1.0,1.0,1,1973,3.0,10.0,40.0,55.0,4000.0,,
1367,FI,53968,,1961.0,5,1.0,3.0,2,1942,3.0,10.0,37.0,,,,94.0
1368,FI,54021,,1980.0,5,1.0,1.0,1,1963,5.0,11.0,40.0,45.0,3000.0,3200.0,50.0
1369,FI,54027,600.0,1988.0,8,1.0,,1,1966,10.0,16.0,37.0,50.0,7800.0,,53.0
1370,FI,54061,30.0,1962.0,4,1.0,2.0,1,1936,2.0,16.0,60.0,60.0,,,71.0
1371,FI,54136,300.0,0.0,8,3.0,,2,2000,3.0,11.0,30.0,30.0,1000.0,,39.0
1372,FI,54137,0.0,1954.0,7,1.0,11.0,2,1932,2.0,9.0,40.0,40.0,,,79.0
1373,FI,54163,300.0,1984.0,7,1.0,1.0,1,1968,5.0,11.0,50.0,50.0,4000.0,,44.0
1374,FI,54194,240.0,0.0,7,3.0,,2,2000,3.0,12.0,,,,,47.0
1375,FI,54202,240.0,1976.0,5,1.0,10.0,1,1956,12.0,19.0,30.0,30.0,,,48.0
1376,FI,54367,,1980.0,7,1.0,5.0,2,1955,5.0,12.0,40.0,40.0,,,61.0
1377,FI,54598,210.0,0.0,8,3.0,,1,2000,3.0,11.0,40.0,45.0,2000.0,,56.0
1378,FI,54616,150.0,1995.0,9,1.0,3.0,1,1976,12.0,32.0,37.0,40.0,2600.0,2500.0,79.0
1379,FI,54626,,1960.0,2,1.0,1.0,2,1939,5.0,8.0,38.0,41.0,,,77.0
1380,FI,54638,180.0,1996.0,7,1.0,1.0,1,1978,9.0,19.0,38.0,40.0,4300.0,5000.0,59.0
1381,FI,54789,240.0,0.0,6,3.0,,2,2001,3.0,10.0,30.0,30.0,,,
1382,FI,54827,150.0,2000.0,6,1.0,4.0,2,1980,10.0,17.0,38.0,38.0,2680.0,3000.0,43.0
1383,FI,54841,,1968.0,1,2.0,,2,1952,5.0,13.0,40.0,40.0,,,51.0
1384,FI,54927,,1952.0,7,1.0,3.0,2,1937,5.0,10.0,40.0,43.0,,,51.0
1385,FI,54965,240.0,1995.0,8,1.0,11.0,2,1975,3.0,10.0,38.0,38.0,2200.0,2600.0,67.0
1386,FI,54999,60.0,1987.0,6,1.0,11.0,2,1968,8.0,14.0,38.0,39.0,2200.0,2700.0,69.0
1387,FI,55027,120.0,1959.0,8,1.0,1.0,2,1956,6.0,15.0,39.0,39.0,2000.0,3000.0,73.0
1388,FI,55046,120.0,0.0,8,3.0,,1,2003,2.0,9.0,20.0,20.0,,,56.0
1389,FI,55066,,1957.0,9,2.0,,2,1934,5.0,9.0,1.0,1.0,,,
1390,FI,55191,60.0,1979.0,5,2.0,,2,1957,9.0,15.0,40.0,40.0,,,59.0
1391,FI,55286,120.0,1970.0,6,1.0,11.0,2,1949,3.0,13.0,40.0,40.0,,,65.0
1392,FI,55288,570.0,1997.0,7,1.0,10.0,2,1978,5.0,15.0,38.0,39.0,2086.0,2500.0,68.0
1393,FI,55309,720.0,2007.0,6,,,2,1987,9.0,17.0,40.0,45.0,2400.0,3400.0,53.0
1394,FI,55323,60.0,1973.0,8,1.0,2.0,2,1952,5.0,11.0,38.0,38.0,,,67.0
1395,FI,55432,60.0,1980.0,5,1.0,10.0,2,1959,5.0,16.0,38.0,38.0,,,40.0
1396,FI,55483,120.0,1974.0,3,1.0,11.0,2,1957,5.0,13.0,39.0,39.0,,,69.0
1397,FI,55514,240.0,2007.0,6,1.0,4.0,1,1992,5.0,12.0,40.0,60.0,55000.0,,
1398,FI,55605,120.0,1976.0,7,1.0,5.0,1,1957,12.0,18.0,27.0,35.0,4200.0,5000.0,60.0
1399,FI,55614,300.0,2005.0,7,1.0,1.0,2,1986,12.0,19.0,36.0,36.0,,,
1400,FI,55643,300.0,1984.0,8,1.0,10.0,2,1964,12.0,22.0,38.0,38.0,4400.0,,
1401,FI,55668,90.0,1985.0,7,1.0,,1,1963,7.0,15.0,42.0,42.0,4300.0,5500.0,51.0
1402,FI,55690,,1944.0,10,1.0,,2,1932,2.0,6.0,40.0,40.0,,,
1403,FI,55764,240.0,1966.0,7,1.0,11.0,1,1948,8.0,12.0,37.0,,,,119.0
1404,FI,55870,180.0,2000.0,7,1.0,3.0,1,1984,5.0,15.0,40.0,40.0,5600.0,6000.0,56.0
1405,FI,55871,120.0,1969.0,8,1.0,11.0,2,1948,5.0,13.0,38.0,38.0,,,45.0
1406,FI,55948,,1963.0,5,1.0,3.0,2,1942,2.0,9.0,40.0,40.0,,,64.0
1407,FI,55950,120.0,1979.0,7,1.0,15.0,2,1964,4.0,14.0,40.0,40.0,1400.0,2500.0,66.0
1408,FI,55952,240.0,0.0,6,3.0,,2,2002,3.0,9.0,40.0,40.0,,,56.0
1409,FI,55970,60.0,1976.0,7,3.0,,2,1957,5.0,12.0,40.0,40.0,2500.0,,72.0
1410,FI,55995,60.0,1984.0,5,1.0,10.0,2,1963,6.0,15.0,38.0,38.0,2200.0,2800.0,57.0
1411,FI,56053,150.0,1984.0,7,1.0,4.0,1,1963,4.0,15.0,38.0,45.0,68000.0,,54.0
1412,FI,56060,60.0,1974.0,5,1.0,11.0,1,1956,5.0,13.0,40.0,60.0,,,82.0
1413,FI,56064,60.0,1965.0,3,1.0,3.0,2,1947,5.0,10.0,50.0,60.0,,,73.0
1414,FI,56069,420.0,1998.0,9,1.0,1.0,1,1980,5.0,15.0,38.0,46.0,3400.0,,53.0
1415,FI,56148,,1970.0,6,1.0,2.0,2,1947,2.0,7.0,40.0,40.0,,,71.0
1416,FI,56158,60.0,1969.0,8,1.0,10.0,1,1948,12.0,20.0,35.0,38.0,,,61.0
1417,FI,56193,,1964.0,6,,,2,1947,2.0,8.0,,,,,98.0
1418,FI,56218,60.0,1971.0,8,1.0,1.0,1,1948,12.0,18.0,,2.0,,,42.0
1419,FI,56264,10.0,1988.0,2,1.0,1.0,1,1969,7.0,10.0,50.0,50.0,1799.0,,34.0
1420,FI,56425,60.0,1968.0,9,1.0,10.0,2,1948,9.0,15.0,39.0,45.0,,,49.0
1421,FI,56451,120.0,0.0,8,2.0,,2,1974,5.0,18.0,40.0,40.0,,,68.0
1422,FI,56461,15.0,1969.0,5,2.0,,1,1949,1.0,9.0,40.0,50.0,,,41.0
1423,FI,56474,180.0,1974.0,7,1.0,4.0,1,1954,3.0,10.0,40.0,45.0,,,58.0
1424,FI,56493,90.0,1983.0,9,1.0,4.0,2,1965,5.0,13.0,30.0,36.0,2350.0,2800.0,53.0
1425,FI,56506,60.0,2010.0,3,1.0,8.0,1,1989,5.0,15.0,40.0,42.0,3800.0,,46.0
1426,FI,56533,120.0,1995.0,7,1.0,1.0,1,1976,11.0,16.0,60.0,60.0,30000.0,45000.0,63.0
1427,FI,56632,60.0,1974.0,5,1.0,1.0,2,1949,8.0,14.0,40.0,45.0,,,92.0
1428,FI,56684,150.0,1967.0,6,1.0,3.0,2,1951,12.0,20.0,40.0,50.0,,,65.0
1429,FI,56714,120.0,1993.0,10,1.0,11.0,1,1964,5.0,18.0,40.0,40.0,,,47.0
1430,FI,56738,90.0,1973.0,5,1.0,11.0,1,1955,5.0,14.0,38.0,38.0,,,67.0
1431,FI,56748,180.0,1966.0,4,1.0,11.0,1,1946,5.0,9.0,50.0,50.0,,,
1432,FI,56787,180.0,2004.0,8,1.0,1.0,1,1985,5.0,12.0,40.0,40.0,,,52.0
1433,FI,56789,90.0,1993.0,10,1.0,,2,1973,12.0,18.0,38.0,38.0,2780.0,,74.0
1434,FI,56883,420.0,0.0,7,3.0,,2,2002,3.0,9.0,35.0,35.0,,,
1435,FI,56891,120.0,1965.0,8,1.0,10.0,1,1947,12.0,20.0,40.0,40.0,,,45.0
1436,FI,56949,180.0,1995.0,5,1.0,4.0,1,1974,4.0,16.0,38.0,38.0,3370.0,3500.0,51.0
1437,FI,56963,240.0,2012.0,8,2.0,,2,1995,6.0,15.0,40.0,50.0,0.0,,50.0
1438,FI,56965,120.0,1982.0,8,1.0,11.0,1,1963,5.0,18.0,65.0,65.0,2500.0,,58.0
1439,FI,56971,180.0,1981.0,8,1.0,1.0,1,1953,5.0,12.0,38.0,38.0,,,67.0
1440,FI,56988,,2014.0,6,1.0,3.0,2,1990,10.0,16.0,39.0,39.0,2700.0,3200.0,40.0
1441,FI,57044,180.0,1989.0,5,2.0,,1,1965,5.0,15.0,40.0,40.0,3900.0,,52.0
1442,FI,57132,60.0,1997.0,8,2.0,,1,1973,11.0,20.0,38.0,38.0,3000.0,,48.0
1443,FI,57133,210.0,2000.0,8,1.0,4.0,2,1982,5.0,16.0,40.0,40.0,2600.0,3000.0,34.0
1444,FI,57203,210.0,1972.0,7,1.0,11.0,1,1955,3.0,10.0,40.0,40.0,,,41.0
1445,FI,57217,180.0,1995.0,6,1.0,4.0,2,1976,9.0,22.0,37.0,37.0,2550.0,3500.0,46.0
1446,FI,57259,,1949.0,7,1.0,11.0,2,1929,3.0,9.0,45.0,50.0,,,90.0
1447,FI,57266,120.0,1986.0,7,1.0,11.0,1,1963,4.0,14.0,40.0,40.0,3000.0,,55.0
1448,FI,57300,60.0,1960.0,8,1.0,3.0,2,1946,5.0,8.0,,4.0,,,63.0
1449,FI,57389,180.0,2005.0,7,1.0,3.0,2,1989,5.0,14.0,36.0,37.0,,,
1450,FI,57465,60.0,1970.0,8,1.0,11.0,2,1952,3.0,8.0,39.0,39.0,,,49.0
1451,FI,57526,180.0,1985.0,7,1.0,,2,1964,5.0,16.0,40.0,43.0,,,
1452,FI,57580,,1957.0,7,1.0,1.0,2,1938,2.0,8.0,25.0,25.0,,,76.0
1453,FI,57599,300.0,2014.0,5,3.0,,2,1998,6.0,13.0,40.0,40.0,2500.0,3000.0,51.0
1454,FI,57651,210.0,1981.0,7,1.0,16.0,1,1962,12.0,16.0,38.0,38.0,6100.0,,48.0
1455,FI,57722,240.0,2013.0,7,2.0,,1,1993,9.0,16.0,38.0,38.0,2500.0,,44.0
1456,FI,57749,240.0,0.0,4,3.0,,2,1999,5.0,12.0,14.0,14.0,1200.0,,45.0
1457,FI,57769,90.0,1990.0,8,1.0,2.0,1,1969,10.0,17.0,40.0,50.0,5500.0,,87.0
1458,FI,57778,300.0,1977.0,8,1.0,10.0,2,1960,5.0,12.0,39.0,39.0,2800.0,3100.0,58.0
1459,FI,57793,60.0,1968.0,8,1.0,12.0,1,1948,10.0,13.0,35.0,37.0,,,49.0
1460,FI,57804,,1962.0,8,1.0,1.0,2,1941,8.0,13.0,30.0,30.0,,,68.0
1461,FI,57839,180.0,1992.0,8,1.0,1.0,2,1973,11.0,19.0,38.0,45.0,5200.0,,57.0
1462,FI,57843,180.0,2003.0,7,1.0,12.0,2,1986,11.0,17.0,38.0,40.0,3300.0,3500.0,44.0
1463,FI,57928,20.0,1995.0,6,1.0,4.0,1,1979,5.0,12.0,24.0,26.0,2700.0,3500.0,48.0
1464,FI,57930,45.0,1970.0,7,1.0,,1,1950,2.0,8.0,40.0,40.0,,,57.0
1465,FI,57953,600.0,2005.0,8,1.0,12.0,2,1989,10.0,18.0,39.0,39.0,2300.0,2500.0,59.0
1466,FI,57974,180.0,2004.0,7,1.0,10.0,2,1985,10.0,24.0,38.0,38.0,,,78.0
1467,FI,57987,300.0,2002.0,8,1.0,10.0,2,1982,12.0,17.0,37.0,37.0,3000.0,,48.0
1468,FI,58153,180.0,2011.0,3,1.0,1.0,2,1988,8.0,14.0,38.0,38.0,2200.0,2500.0,47.0
1469,FI,58165,150.0,2000.0,8,1.0,10.0,1,1980,11.0,18.0,40.0,50.0,2500.0,3000.0,40.0
1470,FI,58182,,1999.0,7,1.0,2.0,1,1982,4.0,14.0,45.0,45.0,3200.0,,37.0
1471,FI,58200,480.0,0.0,7,3.0,,2,2002,3.0,9.0,30.0,30.0,,,53.0
1472,FI,58207,30.0,1988.0,5,2.0,,2,1973,8.0,12.0,32.0,32.0,1900.0,,67.0
1473,FI,58282,120.0,1977.0,7,1.0,11.0,2,1959,5.0,9.0,38.0,40.0,2700.0,,53.0
1474,FI,58346,,1972.0,7,1.0,3.0,1,1947,2.0,8.0,40.0,100.0,,,55.0
1475,FI,58437,,1961.0,9,1.0,3.0,2,1934,2.0,9.0,56.0,60.0,,,65.0
1476,FI,58450,30.0,1975.0,7,1.0,5.0,1,1954,10.0,16.0,28.0,35.0,,,55.0
1477,FI,58583,0.0,1980.0,3,1.0,4.0,1,1965,9.0,35.0,40.0,60.0,5200.0,,48.0
1478,FI,58666,150.0,0.0,6,2.0,,1,1990,5.0,12.0,38.0,38.0,1520.0,,77.0
1479,FI,58714,60.0,2008.0,9,2.0,,1,1979,5.0,25.0,30.0,30.0,1700.0,,42.0
1480,FI,58742,120.0,1975.0,7,1.0,1.0,1,1950,8.0,16.0,56.0,140.0,,,60.0
1481,FI,58758,,1971.0,8,1.0,12.0,2,1955,5.0,15.0,38.0,43.0,,,54.0
1482,FI,58780,180.0,2012.0,8,1.0,12.0,1,1991,12.0,21.0,,45.0,,,81.0
1483,FI,58884,,1979.0,8,1.0,3.0,2,1958,8.0,16.0,168.0,,1800.0,,
1484,FI,58885,120.0,1993.0,7,1.0,2.0,1,1976,5.0,14.0,40.0,40.0,3300.0,,47.0
1485,FI,58956,120.0,1979.0,8,1.0,4.0,1,1958,9.0,16.0,40.0,40.0,4000.0,,55.0
1486,FI,58959,60.0,1989.0,7,1.0,3.0,2,1970,5.0,16.0,32.0,32.0,1600.0,2000.0,51.0
1487,FI,58960,120.0,2001.0,8,1.0,11.0,1,1978,5.0,12.0,40.0,40.0,,3300.0,48.0
1488,FI,59004,360.0,2015.0,8,1.0,,1,1992,5.0,18.0,40.0,40.0,,,72.0
1489,FI,59059,10.0,1965.0,8,1.0,,2,1940,10.0,17.0,25.0,28.0,,,58.0
